id_cliente,nome,idade,sexo,cor,casado,qt_filhos,cidade,renda,qt_carros,qt_cart_cred,casa_propria,credit_score,endivid,trabalha,Conta Corrente Plus,Cart�o Platinum,Seguro Residencial,Cr�dito Pessoal Flex,Investimento Renda Fixa
5088,Antônio Souza,62,M,Amarela,Não,1,Goiânia,124011,2,3,Não,354,13163,Sim,1,1,1,0,1
5089,Amanda Ferreira,54,F,Preta,Sim,3,Fortaleza,88716,0,4,Não,667,26392,Sim,1,0,0,1,1
5090,Ricardo Costa,27,M,Amarela,Não,0,Fortaleza,52561,0,5,Sim,730,7689,Não,1,1,1,0,0
5091,Carlos Gomes,46,M,Indígena,Sim,4,São Paulo,261943,2,1,Não,577,66870,Sim,0,1,0,0,1
5092,Pedro Souza,32,M,Indígena,Não,0,Recife,247253,1,0,Não,535,37443,Sim,1,1,0,0,1
5093,Fernando Pereira,38,M,Parda,Não,1,Porto Alegre,268185,2,3,Não,626,95093,Sim,1,1,0,1,0
5094,João Ferreira,44,M,Parda,Não,3,Curitiba,144461,1,4,Sim,641,61893,Não,1,0,1,0,0
5095,Paulo Costa,66,M,Amarela,Sim,2,Brasília,47369,3,0,Não,779,21517,Sim,0,0,0,0,0
5096,Miguel Santos,53,M,Parda,Sim,2,Goiânia,47166,2,3,Não,345,16583,Não,1,0,0,1,0
5097,Camila Pereira,57,F,Amarela,Não,4,Belo Horizonte,240423,3,1,Não,631,113719,Sim,1,1,0,0,1
5098,Carolina Oliveira,46,F,Branca,Sim,4,Porto Alegre,208666,2,5,Sim,628,26463,Sim,1,1,1,1,1
5099,Fernando Gomes,31,M,Parda,Não,2,Curitiba,44251,2,0,Não,668,16608,Não,1,0,1,1,0
5100,Antônio Santos,70,M,Preta,Não,3,Rio de Janeiro,281013,0,0,Não,605,84723,Sim,0,0,0,1,0
5101,Pedro Souza,31,M,Preta,Sim,3,Goiânia,176198,3,2,Não,592,33709,Não,1,1,1,0,0
5102,Carolina Ferreira,26,F,Branca,Sim,1,Curitiba,158797,0,0,Não,430,74982,Sim,1,1,0,1,1
5103,Carolina Oliveira,36,F,Branca,Sim,0,Salvador,152106,3,2,Não,838,57875,Não,1,0,0,1,0
5104,Carlos Gomes,53,M,Amarela,Sim,1,Fortaleza,134630,0,0,Sim,463,30755,Sim,1,1,1,0,1
5105,Fernanda Pereira,18,F,Indígena,Não,1,Belo Horizonte,206657,3,5,Não,637,72811,Não,1,1,0,0,1
5106,Fernando Santos,71,M,Preta,Sim,3,Belo Horizonte,96688,1,4,Sim,319,19757,Não,0,0,1,0,1
5107,Laura Souza,51,F,Branca,Não,4,Recife,112202,1,5,Não,309,42892,Sim,1,1,0,0,1
5108,Eduardo Souza,35,M,Parda,Não,1,Curitiba,299076,1,4,Sim,488,148880,Não,1,1,0,0,0
5109,Paulo Oliveira,31,M,Preta,Não,4,Rio de Janeiro,169285,0,4,Sim,484,4856,Não,1,1,1,0,0
5110,Antônio Silva,34,M,Branca,Não,4,São Paulo,202584,3,1,Sim,603,4059,Sim,1,1,0,0,1
5111,Amanda Silva,43,F,Amarela,Sim,3,Brasília,286484,1,1,Não,682,138016,Sim,1,0,0,1,1
5112,Carolina Ferreira,38,F,Branca,Sim,3,Recife,178779,3,4,Sim,533,30500,Sim,1,1,1,0,0
5113,João Ferreira,73,M,Branca,Não,4,Porto Alegre,211843,3,3,Não,705,25373,Sim,0,1,0,0,0
5114,Paulo Souza,49,M,Amarela,Não,0,Curitiba,63374,2,0,Sim,708,2927,Sim,0,0,0,1,1
5115,Paulo Pereira,56,M,Indígena,Sim,2,Rio de Janeiro,112737,0,5,Não,814,48297,Não,1,1,0,1,1
5116,Paulo Alves,67,M,Branca,Não,1,Fortaleza,250345,0,0,Sim,558,115053,Sim,0,0,0,1,1
5117,Carlos Oliveira,18,M,Amarela,Sim,4,Curitiba,75693,3,1,Não,406,18773,Não,1,0,0,1,1
5118,Pedro Silva,64,M,Parda,Sim,2,Brasília,240529,1,5,Não,625,117082,Não,0,0,0,1,1
5119,Fernando Oliveira,77,M,Indígena,Não,2,Rio de Janeiro,106736,2,5,Sim,399,48826,Sim,0,1,0,0,0
5120,Patrícia Alves,43,F,Preta,Não,0,Brasília,37496,0,2,Sim,824,12933,Não,1,0,1,1,0
5121,Paulo Souza,57,M,Branca,Sim,4,São Paulo,208989,2,4,Sim,550,54022,Não,1,1,1,0,1
5122,Miguel Silva,62,M,Indígena,Sim,1,Salvador,153856,1,3,Sim,404,51298,Não,1,1,1,1,0
5123,Amanda Rodrigues,79,F,Amarela,Sim,3,Belo Horizonte,185303,0,0,Não,479,66082,Sim,1,1,0,1,1
5124,Juliana Alves,36,F,Indígena,Não,1,São Paulo,74915,1,1,Sim,672,25900,Não,1,0,1,0,0
5125,Maria Alves,35,F,Indígena,Não,1,Rio de Janeiro,273097,3,2,Não,327,29648,Sim,1,1,0,0,1
5126,Carolina Oliveira,66,F,Amarela,Sim,4,Curitiba,55534,3,4,Não,363,13040,Sim,0,0,1,0,0
5127,Eduardo Silva,45,M,Parda,Sim,3,São Paulo,37847,3,2,Sim,411,14022,Sim,0,1,1,1,0
5128,Fernando Ferreira,66,M,Indígena,Sim,3,Rio de Janeiro,101387,3,2,Sim,570,2711,Não,1,1,0,1,1
5129,Pedro Ferreira,60,M,Branca,Não,3,Goiânia,109301,3,2,Sim,311,44636,Não,1,1,0,0,1
5130,Ana Oliveira,71,F,Amarela,Sim,4,Porto Alegre,260166,0,5,Não,501,100241,Não,1,0,1,1,0
5131,Ricardo Souza,54,M,Amarela,Não,3,Rio de Janeiro,130435,2,4,Não,654,9273,Sim,1,0,0,1,0
5132,Maria Silva,72,F,Amarela,Não,2,Goiânia,71202,2,1,Sim,532,18314,Não,0,0,1,0,1
5133,Camila Santos,67,F,Amarela,Sim,1,Rio de Janeiro,201486,2,2,Sim,789,33874,Sim,1,1,0,1,1
5134,Juliana Alves,54,F,Indígena,Sim,2,Brasília,290421,3,0,Sim,721,89162,Não,1,0,0,1,1
5135,Luiz Gomes,68,M,Amarela,Sim,0,Fortaleza,270464,3,5,Sim,834,22700,Sim,1,1,1,1,1
5136,Juliana Souza,62,F,Branca,Não,3,São Paulo,44248,2,5,Não,608,19177,Não,0,0,1,1,1
5137,Miguel Alves,43,M,Indígena,Não,0,Fortaleza,182562,0,4,Sim,822,57756,Não,0,1,0,1,1
5138,Pedro Santos,71,M,Parda,Sim,3,Brasília,204795,1,0,Sim,734,20916,Não,1,0,1,1,1
5139,Luiz Silva,27,M,Amarela,Sim,2,Goiânia,281117,1,2,Não,815,14558,Não,1,1,1,1,1
5140,Paulo Rodrigues,25,M,Parda,Sim,4,Salvador,36325,1,3,Não,310,6246,Não,1,0,1,1,0
5141,Ana Rodrigues,63,F,Branca,Não,2,Curitiba,195017,1,3,Não,362,86818,Sim,0,1,0,0,1
5142,Luiz Alves,41,M,Preta,Não,1,Rio de Janeiro,93877,3,0,Sim,777,5475,Não,1,1,0,0,0
5143,Paulo Pereira,19,M,Branca,Sim,3,Rio de Janeiro,69365,3,5,Sim,762,18267,Sim,1,0,1,0,0
5144,Laura Pereira,64,F,Parda,Sim,2,Recife,22916,0,0,Não,754,5974,Não,0,1,0,0,0
5145,Fernando Santos,24,M,Branca,Não,2,Brasília,118493,2,1,Não,768,43743,Sim,1,0,0,0,1
5146,Beatriz Santos,64,F,Parda,Sim,2,Curitiba,165825,3,0,Sim,587,52977,Não,1,0,0,1,0
5147,Eduardo Souza,59,M,Amarela,Sim,3,Recife,110477,0,2,Não,317,53436,Não,1,0,0,0,0
5148,Fernando Costa,22,M,Amarela,Sim,1,Rio de Janeiro,222087,0,1,Sim,417,89886,Não,1,1,1,0,1
5149,Ana Oliveira,66,F,Branca,Sim,1,Porto Alegre,111456,2,0,Sim,627,18687,Não,1,1,1,0,1
5150,Patrícia Alves,51,F,Branca,Sim,4,Brasília,277196,3,3,Não,595,108273,Não,1,1,0,0,1
5151,Carlos Ferreira,72,M,Branca,Sim,3,São Paulo,40034,0,0,Sim,717,10344,Sim,1,0,0,1,0
5152,Maria Alves,24,F,Amarela,Sim,1,Brasília,128204,3,3,Não,676,44943,Não,1,0,0,0,1
5153,Antônio Gomes,63,M,Indígena,Sim,4,Goiânia,72635,3,1,Sim,672,10055,Sim,1,1,0,0,0
5154,Antônio Santos,64,M,Branca,Não,3,Brasília,254559,0,2,Não,392,18796,Sim,1,0,0,0,1
5155,Beatriz Ferreira,43,F,Preta,Sim,2,Recife,251777,3,2,Não,337,45200,Não,1,0,1,1,1
5156,Camila Costa,33,F,Branca,Sim,4,São Paulo,271939,3,3,Sim,606,114676,Sim,1,1,0,0,0
5157,Carlos Oliveira,35,M,Indígena,Não,2,Brasília,82032,2,5,Sim,754,30149,Sim,0,0,1,1,0
5158,Laura Costa,27,F,Parda,Não,2,Rio de Janeiro,135302,2,1,Sim,769,46133,Sim,1,1,0,1,1
5159,Eduardo Pereira,69,M,Indígena,Não,4,Salvador,52919,2,5,Não,552,21985,Não,1,1,0,1,0
5160,Eduardo Costa,70,M,Amarela,Sim,3,Fortaleza,153249,1,1,Não,650,49925,Não,1,1,0,1,1
5161,Fernando Oliveira,26,M,Preta,Sim,1,Goiânia,277098,1,3,Sim,716,47741,Sim,1,0,1,1,0
5162,Fernando Ferreira,48,M,Indígena,Não,0,Rio de Janeiro,127314,3,3,Sim,453,3669,Não,0,0,1,0,1
5163,Maria Oliveira,76,F,Amarela,Não,4,Curitiba,200965,2,1,Não,537,95825,Sim,1,0,0,0,1
5164,Patrícia Silva,77,F,Indígena,Sim,3,Goiânia,184152,3,5,Não,453,27576,Sim,1,1,0,0,1
5165,Paulo Santos,74,M,Parda,Sim,0,Recife,119326,3,0,Não,849,5735,Não,0,1,0,1,0
5166,Carolina Ferreira,26,F,Preta,Não,2,Recife,159222,0,2,Não,558,70759,Sim,1,1,1,0,0
5167,Fernanda Souza,39,F,Parda,Não,0,São Paulo,149056,3,2,Não,401,51169,Não,1,0,0,1,1
5168,João Ferreira,31,M,Parda,Sim,3,Curitiba,25936,0,3,Não,679,8419,Sim,1,0,0,0,0
5169,Fernando Rodrigues,54,M,Indígena,Sim,4,Porto Alegre,262657,3,4,Não,784,7271,Não,1,0,0,1,0
5170,Antônio Oliveira,69,M,Preta,Sim,3,Recife,215988,2,1,Não,426,7164,Não,1,1,1,0,1
5171,Ricardo Santos,64,M,Preta,Sim,0,Brasília,166768,0,4,Não,609,24493,Sim,1,1,0,1,0
5172,Juliana Rodrigues,69,F,Indígena,Não,2,Curitiba,290300,1,4,Não,830,115366,Sim,1,0,0,0,1
5173,Carolina Oliveira,35,F,Parda,Não,0,Curitiba,36201,1,4,Não,709,7956,Sim,0,0,0,1,1
5174,Camila Silva,22,F,Preta,Sim,0,Salvador,93484,2,5,Sim,518,2792,Sim,1,0,1,1,0
5175,Fernando Souza,68,M,Branca,Sim,2,Brasília,36686,2,5,Não,697,15456,Sim,0,0,0,1,1
5176,Antônio Santos,34,M,Preta,Sim,3,Curitiba,51132,3,2,Não,505,11553,Sim,1,0,1,0,0
5177,Laura Ferreira,31,F,Indígena,Sim,0,Porto Alegre,185382,2,3,Sim,778,85496,Não,1,1,1,1,1
5178,Miguel Pereira,56,M,Branca,Sim,1,Salvador,43374,1,5,Sim,738,12964,Não,1,0,0,0,1
5179,Miguel Santos,27,M,Parda,Não,1,São Paulo,157819,3,4,Não,742,38969,Não,1,1,1,0,0
5180,Fernando Santos,20,M,Indígena,Não,1,Salvador,219192,2,4,Sim,589,102008,Sim,0,1,1,0,1
5181,Eduardo Oliveira,66,M,Parda,Sim,2,Belo Horizonte,228271,2,4,Não,772,90122,Não,1,1,0,0,1
5182,Ricardo Costa,79,M,Amarela,Sim,2,Recife,71379,2,2,Sim,557,15927,Não,1,1,1,0,0
5183,Laura Silva,23,F,Amarela,Sim,4,Porto Alegre,262408,3,0,Sim,579,2342,Não,1,1,1,0,1
5184,Fernanda Ferreira,35,F,Amarela,Sim,3,Recife,299044,1,1,Sim,598,96107,Não,1,0,1,0,1
5185,Antônio Rodrigues,43,M,Preta,Não,0,Porto Alegre,107855,3,4,Não,364,31702,Sim,1,0,0,0,0
5186,Ana Ferreira,70,F,Amarela,Sim,0,Recife,146552,2,1,Não,715,41600,Sim,1,1,1,1,1
5187,Camila Silva,43,F,Parda,Sim,2,Belo Horizonte,281052,1,5,Sim,670,88183,Não,1,0,1,0,0
5188,Juliana Alves,23,F,Preta,Sim,1,São Paulo,250556,1,3,Sim,334,60471,Sim,1,1,1,1,0
5189,Carlos Alves,68,M,Parda,Não,4,Recife,41987,3,0,Não,401,19285,Não,1,1,0,0,0
5190,Pedro Ferreira,38,M,Parda,Sim,0,Recife,81830,2,1,Sim,831,13240,Sim,0,0,1,0,0
5191,Camila Rodrigues,68,F,Parda,Sim,1,São Paulo,86293,1,5,Não,414,31849,Sim,1,1,1,1,0
5192,Pedro Gomes,43,M,Preta,Sim,3,Recife,35180,0,2,Sim,323,10030,Sim,1,0,1,0,1
5193,Carlos Pereira,19,M,Preta,Sim,4,Rio de Janeiro,249784,1,0,Sim,432,27136,Sim,1,1,1,0,0
5194,Carlos Gomes,77,M,Preta,Não,2,Recife,126370,2,4,Não,455,37999,Sim,1,0,0,1,1
5195,Eduardo Pereira,59,M,Preta,Não,4,Brasília,228929,2,3,Sim,588,84722,Não,1,1,1,0,1
5196,Fernando Alves,78,M,Branca,Sim,3,Goiânia,180324,1,2,Sim,515,64806,Sim,1,0,1,0,1
5197,Pedro Oliveira,76,M,Parda,Não,4,Porto Alegre,184959,0,1,Sim,560,88884,Sim,1,1,1,0,1
5198,Fernanda Silva,55,F,Branca,Não,4,Porto Alegre,224606,0,3,Sim,770,109166,Sim,1,0,1,1,1
5199,Juliana Santos,35,F,Indígena,Sim,3,Rio de Janeiro,168695,1,2,Sim,595,67047,Não,1,1,0,0,0
5200,Luiz Souza,72,M,Parda,Sim,0,Goiânia,150588,1,1,Sim,606,49810,Não,1,0,0,1,1
5201,Ricardo Oliveira,80,M,Branca,Sim,2,Salvador,45680,3,3,Não,471,632,Sim,1,0,1,0,1
5202,Amanda Ferreira,34,F,Preta,Não,4,São Paulo,225176,2,1,Sim,784,21119,Sim,1,0,0,1,1
5203,Pedro Rodrigues,77,M,Preta,Não,3,Recife,172288,2,5,Não,787,60091,Sim,1,0,1,1,0
5204,Antônio Ferreira,52,M,Indígena,Não,2,Belo Horizonte,283015,2,1,Sim,394,85288,Sim,1,1,0,0,1
5205,Ricardo Alves,44,M,Amarela,Sim,3,São Paulo,59781,0,3,Não,652,304,Não,1,0,1,0,0
5206,Amanda Santos,54,F,Preta,Não,1,Rio de Janeiro,272867,2,0,Sim,684,104812,Não,1,1,1,1,1
5207,Paulo Souza,72,M,Parda,Não,1,Belo Horizonte,217098,2,5,Sim,785,53527,Sim,0,0,1,0,1
5208,Maria Silva,28,F,Indígena,Sim,3,Fortaleza,238196,2,4,Sim,846,6900,Não,1,1,1,1,1
5209,Paulo Costa,51,M,Amarela,Sim,2,São Paulo,120921,0,4,Sim,541,30788,Sim,1,1,1,0,1
5210,Fernando Souza,64,M,Amarela,Sim,3,Goiânia,136579,2,5,Não,556,11942,Não,1,1,0,1,1
5211,Eduardo Oliveira,26,M,Indígena,Sim,4,Salvador,36582,1,3,Não,568,1689,Não,1,1,0,0,0
5212,Miguel Gomes,30,M,Indígena,Não,4,Fortaleza,237905,3,0,Sim,449,25388,Não,1,1,1,1,1
5213,Maria Ferreira,69,F,Amarela,Sim,1,Recife,243506,0,3,Sim,476,80658,Sim,1,0,1,0,0
5214,Maria Rodrigues,68,F,Indígena,Sim,0,Brasília,105929,3,2,Sim,337,15103,Sim,1,0,1,1,1
5215,Ana Santos,31,F,Preta,Sim,1,Goiânia,205183,1,3,Não,692,71823,Sim,1,1,0,1,0
5216,Fernando Santos,40,M,Amarela,Sim,2,São Paulo,232087,1,2,Não,423,14507,Sim,1,1,0,0,0
5217,Antônio Rodrigues,66,M,Indígena,Sim,3,Recife,119748,0,5,Sim,379,3678,Não,1,1,1,0,1
5218,Beatriz Rodrigues,60,F,Indígena,Não,0,Fortaleza,266980,3,2,Sim,537,26585,Não,1,1,1,0,1
5219,Luiz Silva,23,M,Amarela,Sim,2,Fortaleza,159429,1,3,Não,691,73445,Sim,1,0,0,1,0
5220,Ana Ferreira,33,F,Branca,Não,1,Brasília,245629,1,3,Não,469,49098,Sim,0,1,0,0,0
5221,Antônio Alves,72,M,Indígena,Não,4,Salvador,60626,1,3,Não,531,19295,Sim,1,0,0,0,0
5222,Patrícia Costa,30,F,Amarela,Não,0,Belo Horizonte,211002,2,1,Não,332,86923,Sim,0,0,0,1,0
5223,Camila Ferreira,46,F,Amarela,Sim,1,Salvador,68984,3,3,Sim,811,31415,Sim,1,0,0,1,0
5224,Laura Alves,46,F,Branca,Não,0,Porto Alegre,117102,0,4,Sim,537,50617,Sim,0,0,1,0,0
5225,Fernando Alves,73,M,Amarela,Sim,1,Belo Horizonte,132429,1,4,Sim,772,44209,Não,1,0,1,1,1
5226,Carolina Rodrigues,73,F,Preta,Não,3,Goiânia,236625,0,5,Sim,405,54582,Sim,0,1,0,1,0
5227,Eduardo Oliveira,36,M,Preta,Sim,0,Curitiba,230858,3,5,Sim,834,75199,Sim,1,1,0,0,1
5228,Maria Silva,65,F,Parda,Não,0,Recife,249156,2,1,Não,526,23650,Não,1,1,0,1,0
5229,Beatriz Santos,43,F,Amarela,Sim,3,Belo Horizonte,223199,2,4,Sim,348,77252,Sim,0,1,1,0,1
5230,Beatriz Silva,69,F,Amarela,Não,2,Recife,272061,1,4,Não,769,96509,Sim,0,1,0,1,1
5231,Fernanda Santos,59,F,Branca,Sim,2,Porto Alegre,31772,2,0,Sim,574,11967,Não,1,0,1,0,0
5232,Paulo Silva,53,M,Parda,Não,0,São Paulo,224877,2,4,Não,820,89091,Sim,1,0,0,0,0
5233,Fernanda Oliveira,19,F,Amarela,Sim,4,São Paulo,269999,3,4,Não,809,40797,Sim,0,1,0,0,0
5234,Juliana Costa,27,F,Parda,Não,1,Goiânia,85316,3,5,Sim,820,33057,Não,1,1,1,1,0
5235,Paulo Rodrigues,70,M,Indígena,Não,3,Goiânia,69599,2,1,Não,636,20200,Sim,1,0,0,1,1
5236,Patrícia Souza,72,F,Indígena,Não,3,Salvador,271178,2,4,Sim,563,7449,Sim,1,1,0,0,1
5237,Amanda Silva,39,F,Preta,Sim,3,Brasília,103878,0,2,Não,316,30495,Sim,1,0,0,1,0
5238,Eduardo Silva,41,M,Amarela,Não,4,Curitiba,100857,2,1,Não,722,29986,Sim,1,1,0,1,1
5239,Paulo Silva,51,M,Parda,Sim,2,São Paulo,183711,1,2,Não,512,82441,Não,1,0,1,0,0
5240,Fernanda Souza,46,F,Preta,Não,1,Brasília,202166,3,4,Não,546,89030,Sim,0,0,0,0,0
5241,Camila Oliveira,57,F,Parda,Não,3,Brasília,113817,1,3,Sim,544,52678,Sim,1,1,1,1,1
5242,Eduardo Pereira,72,M,Amarela,Não,4,Curitiba,33842,0,0,Não,343,6363,Sim,1,0,0,1,0
5243,Pedro Rodrigues,38,M,Amarela,Não,1,Salvador,116839,1,5,Não,404,41442,Não,1,1,0,0,0
5244,Patrícia Silva,23,F,Indígena,Sim,4,Curitiba,154597,0,2,Não,762,46625,Sim,1,0,0,1,0
5245,Juliana Ferreira,32,F,Branca,Sim,0,Recife,272404,1,4,Sim,611,117833,Não,1,0,0,0,0
5246,Ricardo Souza,62,M,Indígena,Não,2,São Paulo,139054,0,0,Sim,504,38898,Sim,1,0,1,0,0
5247,Ricardo Costa,63,M,Amarela,Sim,1,Porto Alegre,206364,1,5,Sim,529,28950,Não,1,1,1,0,0
5248,Amanda Santos,26,F,Amarela,Sim,0,Brasília,116113,2,4,Sim,455,36036,Sim,1,1,1,0,1
5249,Amanda Gomes,33,F,Preta,Sim,2,Curitiba,60763,0,5,Sim,469,24057,Não,1,0,1,0,0
5250,Ana Santos,33,F,Branca,Sim,2,Curitiba,177037,2,0,Sim,614,73657,Não,1,0,1,1,1
5251,Antônio Rodrigues,78,M,Indígena,Sim,3,Salvador,140237,3,4,Sim,301,8278,Sim,0,0,0,1,1
5252,Ana Alves,66,F,Indígena,Não,1,Goiânia,65541,2,3,Não,783,19610,Não,1,0,0,1,0
5253,Ricardo Pereira,39,M,Preta,Sim,3,Salvador,274559,0,5,Sim,457,76964,Não,1,1,1,1,1
5254,Fernanda Pereira,45,F,Branca,Sim,0,Salvador,215641,0,1,Sim,600,12858,Sim,1,0,1,1,0
5255,Fernando Pereira,48,M,Preta,Não,2,Recife,268173,1,5,Não,321,2164,Sim,1,1,0,0,1
5256,Carolina Santos,61,F,Parda,Sim,4,São Paulo,175730,2,1,Não,421,49977,Não,0,0,1,0,1
5257,Beatriz Souza,66,F,Preta,Não,3,Salvador,228417,1,2,Sim,446,58576,Não,0,0,1,0,1
5258,Miguel Souza,30,M,Amarela,Sim,2,Brasília,46755,0,0,Sim,329,18894,Sim,1,0,1,0,1
5259,Carolina Souza,78,F,Parda,Sim,1,São Paulo,229633,1,5,Sim,682,86467,Sim,1,1,0,0,0
5260,Beatriz Ferreira,21,F,Branca,Não,2,Porto Alegre,49612,3,5,Sim,352,975,Sim,1,0,1,0,0
5261,Amanda Ferreira,41,F,Preta,Sim,2,Curitiba,226230,1,1,Sim,497,52408,Não,1,1,0,1,1
5262,Carlos Silva,26,M,Indígena,Sim,1,Rio de Janeiro,140224,1,5,Não,580,907,Sim,1,1,0,0,0
5263,Fernanda Souza,63,F,Branca,Sim,2,Salvador,205344,0,3,Não,398,93990,Sim,1,1,0,0,1
5264,Pedro Pereira,45,M,Indígena,Sim,0,Goiânia,43406,3,1,Não,301,20475,Sim,0,0,0,1,0
5265,Amanda Souza,20,F,Indígena,Não,2,Recife,217688,1,2,Sim,583,14483,Sim,1,0,0,1,1
5266,Fernanda Ferreira,54,F,Preta,Sim,4,Goiânia,101824,0,3,Não,438,8532,Sim,1,1,0,0,0
5267,Carolina Souza,45,F,Parda,Não,2,Goiânia,190215,1,1,Não,691,50384,Não,1,0,1,1,1
5268,Luiz Gomes,63,M,Amarela,Não,2,São Paulo,125193,2,3,Não,606,46976,Sim,1,1,0,0,1
5269,Pedro Santos,61,M,Parda,Sim,0,Belo Horizonte,57678,2,2,Sim,336,3816,Não,1,0,1,1,0
5270,Amanda Rodrigues,22,F,Indígena,Não,2,Belo Horizonte,163712,0,3,Não,347,51508,Não,1,0,0,1,0
5271,Patrícia Rodrigues,58,F,Indígena,Não,4,Fortaleza,205935,1,5,Sim,453,39049,Não,0,1,1,1,0
5272,Carolina Oliveira,71,F,Branca,Sim,3,Goiânia,175929,1,2,Não,497,71608,Sim,1,1,0,1,0
5273,Camila Santos,32,F,Parda,Sim,4,Recife,127200,2,4,Não,456,54560,Sim,1,1,1,0,0
5274,Paulo Oliveira,24,M,Preta,Sim,2,Fortaleza,175451,0,4,Sim,454,75931,Sim,1,0,0,1,1
5275,Laura Pereira,75,F,Preta,Sim,3,Porto Alegre,195441,3,1,Sim,477,50887,Sim,1,1,0,1,0
5276,Camila Oliveira,40,F,Branca,Sim,0,Rio de Janeiro,43246,0,0,Não,511,20498,Não,1,0,0,0,0
5277,Fernando Oliveira,63,M,Indígena,Sim,4,Brasília,132130,1,1,Sim,800,38761,Não,1,1,1,1,1
5278,Ana Pereira,38,F,Amarela,Não,1,Brasília,133115,3,4,Não,806,47267,Não,1,0,0,0,0
5279,Miguel Ferreira,79,M,Preta,Não,1,Curitiba,36032,0,4,Sim,669,3260,Sim,0,0,1,0,0
5280,Ana Ferreira,71,F,Preta,Não,1,Salvador,59653,1,2,Sim,361,15077,Não,1,0,0,0,0
5281,Laura Rodrigues,26,F,Amarela,Não,4,Curitiba,223499,3,5,Sim,501,39823,Não,1,0,1,1,0
5282,Ana Costa,62,F,Amarela,Sim,2,Fortaleza,35812,0,0,Sim,512,9929,Sim,0,1,1,1,1
5283,Ricardo Costa,38,M,Branca,Sim,0,Recife,158684,1,0,Sim,352,79273,Sim,0,0,0,0,0
5284,Juliana Costa,69,F,Branca,Não,3,Brasília,79501,0,0,Sim,543,24210,Sim,0,1,1,0,0
5285,Eduardo Pereira,25,M,Amarela,Não,3,Goiânia,24713,3,2,Sim,444,4010,Não,1,0,1,0,0
5286,Carlos Souza,55,M,Parda,Sim,2,Goiânia,244638,3,1,Sim,389,5428,Não,1,0,0,1,1
5287,Laura Silva,38,F,Indígena,Não,4,Rio de Janeiro,188718,3,1,Sim,814,85986,Não,1,1,1,0,0
5288,Carlos Gomes,21,M,Amarela,Não,4,Belo Horizonte,114579,0,0,Sim,661,40849,Sim,1,1,1,0,0
5289,Fernanda Rodrigues,62,F,Indígena,Sim,4,Belo Horizonte,294396,2,3,Sim,650,2426,Sim,1,1,0,0,1
5290,Ana Ferreira,54,F,Branca,Não,1,Recife,241830,3,0,Não,439,87905,Não,1,1,0,1,0
5291,Luiz Ferreira,47,M,Preta,Não,4,São Paulo,96663,1,2,Sim,440,45042,Sim,1,0,0,1,0
5292,Carlos Alves,79,M,Amarela,Sim,4,Rio de Janeiro,211495,3,1,Não,648,20769,Sim,1,1,0,0,1
5293,Patrícia Gomes,74,F,Preta,Sim,2,Recife,152858,0,0,Não,652,70647,Não,1,0,0,1,1
5294,Antônio Gomes,72,M,Branca,Sim,2,Porto Alegre,248693,3,2,Sim,344,112713,Não,1,1,1,0,1
5295,João Pereira,37,M,Parda,Sim,0,São Paulo,199216,3,4,Sim,421,58078,Sim,1,1,1,1,0
5296,Ana Pereira,31,F,Indígena,Não,0,Fortaleza,216400,0,5,Sim,446,63278,Sim,1,1,1,1,0
5297,Eduardo Oliveira,59,M,Parda,Sim,4,São Paulo,138180,1,2,Sim,328,59265,Sim,1,0,1,1,0
5298,Camila Oliveira,48,F,Branca,Sim,0,Goiânia,177095,2,2,Não,559,55664,Sim,0,0,1,0,0
5299,Pedro Alves,53,M,Parda,Sim,3,Fortaleza,293795,2,1,Não,640,65187,Sim,1,1,1,1,0
5300,Fernando Santos,30,M,Parda,Não,2,Salvador,36874,1,0,Não,668,7752,Sim,1,0,0,1,0
5301,Camila Souza,57,F,Branca,Sim,1,Recife,56910,2,2,Não,356,19651,Sim,1,0,1,0,1
5302,Ana Oliveira,54,F,Branca,Não,4,Fortaleza,44385,2,1,Não,514,12389,Sim,1,1,0,1,0
5303,Paulo Silva,27,M,Indígena,Sim,2,Salvador,271540,0,5,Não,569,118635,Não,0,0,0,0,0
5304,Patrícia Oliveira,78,F,Preta,Não,3,Rio de Janeiro,55318,2,1,Não,526,16746,Sim,1,1,0,0,0
5305,Camila Alves,71,F,Indígena,Não,0,Fortaleza,164827,0,4,Não,623,20743,Sim,1,1,0,1,1
5306,Pedro Pereira,58,M,Branca,Sim,0,Fortaleza,267896,3,5,Não,703,81405,Não,1,1,0,0,1
5307,Pedro Rodrigues,49,M,Preta,Não,3,São Paulo,151830,0,4,Sim,705,36104,Sim,0,0,1,0,0
5308,Beatriz Oliveira,40,F,Branca,Não,0,Belo Horizonte,187974,2,0,Sim,762,79602,Não,1,0,0,0,0
5309,Patrícia Pereira,20,F,Parda,Não,0,São Paulo,203856,1,4,Sim,673,80362,Não,1,1,1,0,0
5310,Camila Santos,49,F,Parda,Não,0,Curitiba,272205,3,4,Sim,700,3189,Sim,1,0,1,1,0
5311,Maria Rodrigues,46,F,Indígena,Sim,1,São Paulo,28287,1,5,Não,459,6992,Sim,0,1,1,1,0
5312,Carolina Alves,65,F,Branca,Não,4,Porto Alegre,280217,0,5,Sim,405,57836,Não,1,0,1,1,1
5313,Pedro Silva,44,M,Parda,Sim,2,Rio de Janeiro,291468,0,5,Não,741,56534,Não,1,1,0,1,1
